file,ts,p7_U,p7_M,p7_L,p8_U,p8_M,p8_L,rsi6_val,ma4_val,b1_U_val,b1_M_val,b1_L_val,LABEL,RULE_NAME,REASON
Screenshot_20260830-113755.png,20260830113755,464.0,468.0,472.0,153.00390625,179.00048828125,204.0001220703125,24.69,40.634,60.4887,43.3504,26.2121,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113802.png,20260830113802,464.0,468.0,472.0,250.0000001192093,275.00001525878906,300.001953125,23.59,36.478,62.949,42.5375,25.8149,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113808.png,20260830113808,464.0,468.0,472.0,247.0,324.0000000000018,403.00000190734863,22.73,36.356,60.049,42.9283,25.8077,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113817.png,20260830113817,464.0,468.0,472.0,81.015625,113.0078125,145.0,30.12,37.411,60.0513,42.9594,25.8675,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113830.png,20260830113830,464.0,468.0,472.0,395.0009765625,415.001953125,433.015625,31.95,37.672,60.0526,42.9671,25.8816,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113843.png,20260830113843,362.00006103515625,383.000244140625,404.0009765625,370.0009765625,391.00048828125,411.0009765625,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113851.png,20260830113851,420.875,430.5,442.0625,420.015625,431.0078125,441.00390625,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113858.png,20260830113858,396.0000000298023,427.0000305175781,460.125,432.0078125,445.03125,458.015625,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (contraction).
Screenshot_20260830-113905.png,20260830113905,249.00000000000003,389.0009765625,407.0001220703125,332.0,364.00000000186265,400.00048828125,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (contraction).
Screenshot_20260830-113912.png,20260830113912,178.00000000023283,248.00000000186265,319.0000000037253,155.00000000093132,212.0000000009313,268.0000000009313,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113918.png,20260830113918,263.000244140625,315.0000305175781,368.0000009536743,306.0000000000018,344.0000000037253,381.0000305175781,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113926.png,20260830113926,279.03125,304.0009765625,330.00006103515625,274.015625,291.00390625,309.0001220703125,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113934.png,20260830113934,102.000244140625,109.0,121.5,107.0625,113.0625,119.0625,68.74,50.588,49.8188,44.0283,38.2277,HOLD,no_rule_matched,No v3 condition fully matched this frame (contraction).
Screenshot_20260830-113941.png,20260830113941,329.0,382.0000000000037,438.0000305175781,310.0,360.0000000000002,415.00006103515625,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113949.png,20260830113949,173.015625,205.0,239.0001220703125,173.00048828125,202.0000038146973,232.0000000149012,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-113956.png,20260830113956,329.00000190734863,354.00000762939453,382.00000190734863,343.0000000000009,351.50195312500045,360.00390625,68.74,50.588,49.8188,44.0283,38.2377,HOLD,no_rule_matched,No v3 condition fully matched this frame (contraction).
Screenshot_20260830-114004.png,20260830114004,335.5000305175781,368.0000305175781,441.0078125,310.0,381.0,456.00006103515625,68.74,50.588,49.8188,44.0283,38.2377,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114024.png,20260830114024,156.0625,209.0625,263.0625,145.75390625,186.03125,223.03125,60.53,58.652,65.3876,56.6652,47.9427,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114031.png,20260830114031,283.0000001192093,353.0000000298023,423.0000000074506,238.25000023841855,332.0000000000145,406.0,60.53,58.652,65.3876,56.6652,47.9427,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114039.png,20260830114039,138.00196075439453,168.015625,185.0,142.50396728515625,166.5,186.0078125,60.53,58.652,65.3876,56.6652,47.9427,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114046.png,20260830114046,262.0000001192093,336.00000000023283,410.00000000000045,265.25,377.00000000000045,430.0000000000018,60.53,58.652,65.3876,56.6652,47.9427,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114055.png,20260830114055,353.53125381469727,383.00390625,430.0001220703125,341.00024795532227,396.00000005960464,435.5,60.53,58.652,65.3876,56.6652,47.9427,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114102.png,20260830114102,101.03125,130.00390625,160.000244140625,109.00000381469728,138.00000047683716,166.0000001192093,60.53,59.333,65.539,56.8129,48.0867,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114109.png,20260830114109,374.00048828125,396.001953125,418.015625,370.000244140625,389.00006103515625,408.0000305175781,60.53,59.333,65.539,56.8129,48.0867,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114117.png,20260830114117,87.03125,106.03125,130.001953125,84.00390625,126.0000000000582,366.5,60.53,59.333,65.539,56.8129,48.0867,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114123.png,20260830114123,231.00006103515625,270.00048828125,309.00390625,263.2500000000291,289.00000190734863,319.03125,60.53,59.333,65.539,56.8129,48.0867,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114129.png,20260830114129,166.0009765625,225.00000002980232,284.0000000000009,206.00000000001452,255.00000000000364,305.00000000000006,60.53,59.333,65.539,56.8129,48.0867,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114135.png,20260830114135,111.00000011920928,184.0000000149012,257.00000000186265,47.25000762939453,144.00000000745058,200.00000000000728,72.3,61.014,65.6378,56.8623,48.0868,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114141.png,20260830114141,285.000244140625,343.0000001192093,401.0000000000582,321.00000000186265,371.0000000001164,420.0000000000291,75.43,61.461,65.6681,56.8755,48.0829,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114152.png,20260830114152,464.0,468.0,472.0,264.0,268.0,272.0,74.92,61.728,63.1757,56.6437,50.1117,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114214.png,20260830114214,464.0,468.0,472.0,166.0078125,210.0001220703125,308.0,74.71,64.522,63.4362,57.1628,50.8894,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114221.png,20260830114221,464.0,468.0,472.0,358.0,365.0009765625,372.001953125,74.7,64.521,63.4361,57.1628,50.8894,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114228.png,20260830114228,464.0,468.0,472.0,254.0002479553223,306.00000005960464,466.0,74.7,64.521,63.4361,57.1628,50.8894,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114236.png,20260830114236,464.0,468.0,472.0,240.0001220703125,315.00000381469727,423.0,69.53,63.783,63.3506,57.141,50.9315,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114243.png,20260830114243,464.0,468.0,472.0,122.015625,177.0078125,271.0,70.05,63.857,63.359,57.1432,50.9275,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114251.png,20260830114251,464.0,468.0,472.0,246.0,290.0000000149012,338.0625,71.93,64.125,63.3894,57.1511,50.9127,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114257.png,20260830114257,464.0,468.0,472.0,323.00390625,352.0078125,382.0078125,71.93,64.125,63.3895,57.1511,50.9127,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114303.png,20260830114303,464.0,468.0,472.0,154.00001525878906,175.0009765625,197.0078125,71.92,65.854,64.0289,57.5808,51.1328,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114309.png,20260830114309,464.0,468.0,472.0,281.0,313.0000000149012,351.00048828125,74.56,66.232,64.078,57.5919,51.1059,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114315.png,20260830114315,464.0,468.0,472.0,263.00000000186265,326.00000005960464,391.0000001192093,75.36,66.346,64.0931,57.5953,51.0975,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114335.png,20260830114335,252.50000382214785,286.03125,344.0000000009313,209.25000000745055,252.00000762939453,281.0009765625,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114340.png,20260830114340,431.03125,441.125,451.125,437.0078125,446.03125,456.03125,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114352.png,20260830114352,266.0,358.0,452.0000076293945,231.0,321.0,411.0,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114359.png,20260830114359,107.625,140.00390625,169.001953125,108.03125,142.015625,175.015625,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114405.png,20260830114405,391.5002746582031,425.125,432.5,372.0000305175781,401.000244140625,430.00390625,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114411.png,20260830114411,155.000244140625,224.001953125,293.015625,161.00000000093132,238.00000000000728,313.0,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114424.png,20260830114424,132.00000000186265,188.00000023841855,244.00003051757807,117.0000000000291,183.00000000745055,250.00000095367432,50.83,66.767,64.0733,40.8468,17.6204,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114430.png,20260830114430,157.00390625,214.00048828125,272.0000305175781,172.00001525878906,232.00001525878903,292.00000762939453,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114440.png,20260830114440,151.00000190734863,177.00001525878906,205.00003051757807,144.00000023841858,163.00000762939453,182.000244140625,50.83,66.767,64.0733,40.8468,17.6204,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114455.png,20260830114455,369.0000000149012,405.00000381469727,441.00048828125,357.0000000037253,389.0000002384186,421.00001525878906,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114502.png,20260830114502,463.0,466.0,469.0,461.0625,464.0625,467.0625,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114509.png,20260830114509,183.00000000186265,304.00000000000045,424.0,253.0,361.0,468.0,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114515.png,20260830114515,322.00000190734863,373.0000305175781,422.001953125,358.00000190734863,398.000244140625,440.00390625,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114521.png,20260830114521,169.00000000001455,211.0000000009313,253.0000000149012,164.0,195.00000000745055,229.001953125,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114527.png,20260830114527,278.0009765625,335.001953125,392.00390625,335.0000000009313,369.00001525878906,404.03125,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114534.png,20260830114534,147.00048828125,227.00000095367432,308.0000000009313,174.0,255.0000000000001,336.0000000000009,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114540.png,20260830114540,401.0000076293945,426.0009765625,451.001953125,423.000244140625,440.0009765625,456.00390625,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114546.png,20260830114546,305.00048828125,350.00000190734863,394.0000002384186,322.00000000046566,365.0000000074506,409.00000005960464,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114553.png,20260830114553,227.0078125,271.0000004768372,377.0000000298023,288.0000000000073,336.0000000298023,387.00001525878906,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114604.png,20260830114604,91.25,115.0009765625,139.00000762939453,89.03125,106.015625,123.0078125,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114612.png,20260830114612,85.015625,121.000244140625,159.00000095367432,105.00000381469728,138.00000095367432,173.00000005960464,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114618.png,20260830114618,284.03125,314.0078125,344.00390625,298.0009765625,323.001953125,350.001953125,52.55,54.031,51.6787,39.2249,26.7712,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114637.png,20260830114637,357.0000009536743,397.00000381469727,436.00001525878906,389.0000381469727,429.5,451.00000381469727,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114643.png,20260830114643,422.5,436.25,452.125,427.0009765625,441.015625,457.0078125,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114648.png,20260830114648,213.0000000000291,314.0000000000009,415.0,281.0,365.0,451.0000000000001,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114655.png,20260830114655,104.0001220703125,164.00000190734863,225.00000000745055,156.0,198.00000000000364,241.00000005960464,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114702.png,20260830114702,139.0000001192093,176.00000023841858,212.00000095367432,131.0000000037253,161.00000095367432,191.000244140625,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114708.png,20260830114708,332.03125,373.0001220703125,413.0000004768372,327.00390625,372.0000076293945,416.00000000186265,41.88,47.405,45.8112,41.5523,37.2933,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114714.png,20260830114714,140.5157470703125,195.0009765625,202.03125,111.0078125,158.00003051757812,207.00000000745055,41.88,47.405,45.8112,41.5523,37.2933,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114720.png,20260830114720,116.001953125,165.00000005960464,214.00000000000364,140.03125,184.515625,229.0,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114726.png,20260830114726,170.00000000000182,233.00000000001452,296.00000000023283,154.0000000000001,199.00000000001452,245.0000000004657,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114737.png,20260830114737,163.03131103515625,181.00390625,207.00000190734863,174.000244140625,194.00012207031975,214.00000000001452,41.88,47.405,45.8112,41.5523,37.2933,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114746.png,20260830114746,303.5000019073559,363.125,366.0,319.50390625,352.5,368.00390625,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114751.png,20260830114751,445.5,449.75,454.0,444.03125,452.0625,461.03125,44.78,43.316,51.9708,41.5885,31.2062,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114757.png,20260830114757,226.03125,251.0078125,271.0625,246.50030517578125,278.00001525878906,338.5,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114803.png,20260830114803,325.0,368.0000004768372,418.015625,327.75000762939453,381.0009765625,413.015625,44.78,43.316,51.9708,41.5885,31.2062,SELL,rule_b_sell,"touches(f7,f10/f9)=16, f8_cross_up_f10=False, f8>=f10=True"
Screenshot_20260830-114808.png,20260830114808,281.0000000000073,356.0000000000145,432.00000000001455,348.0000000000018,399.00000000001455,449.00000000046566,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114814.png,20260830114814,117.5078125,138.25,171.0000001192093,101.00390625,119.00390625,137.00390625,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114820.png,20260830114820,114.00000381469728,155.0001220703125,196.0078125,128.00000003166497,197.0000000004657,331.5,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114825.png,20260830114825,273.50001525878906,329.5000162124634,359.00390625,308.00012397766113,370.0000000000001,468.5,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114831.png,20260830114831,192.53125,221.25,230.0078125,190.0029296875,226.0009765625,386.5,44.78,43.316,51.9708,41.5885,31.2062,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114838.png,20260830114838,109.515625,139.001953125,168.00006103515625,128.50103759765625,177.00000095367432,256.5,44.78,43.316,51.9708,41.5885,31.2062,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114843.png,20260830114843,233.00000002980232,294.00000381469727,354.00048828125,227.25000000186265,285.0000000000018,355.0,44.78,43.316,51.9708,41.5885,31.2062,BUY,expansion_buy,"expansion=True, f7<f11=True, f8<f11=True"
Screenshot_20260830-114852.png,20260830114852,243.0000001192093,295.0009765625,352.00390625,300.0000002384186,331.0001220703125,362.03125,65.51,43.818,48.8398,35.0405,21.2411,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114858.png,20260830114858,360.0000002384186,397.0000076293945,434.000244140625,347.00000005960464,381.0000001192093,416.00000005960464,65.51,43.818,48.8398,35.0405,21.2411,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
Screenshot_20260830-114904.png,20260830114904,438.125,452.375,462.0,433.015625,447.03125,461.03125,65.51,43.818,48.8398,35.0405,21.2411,HOLD,no_rule_matched,No v3 condition fully matched this frame (neutral).
